,,,,,,,,,,,,,,,,,,,,,,
,,TAHUN (YYYY) : ,,,,,2026,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,002,REGIONAL : ,,,,,Regional.2,,,,,,,,,,,,,,,
,RegP2,,,,,,,,,,,,,,,,,,,,,
,38,CABANG / TERMINAL : ,,,,,Banten,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1,,Kinerja Pelayanan Kapal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Bulan,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,,
,,,,,,,,,,,,,,,,,,,,,,
,,No,Uraian,,,,,Satuan,2026,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Total,
,D120200000000,,,,,,,T/S/D,"2,872.14","2,660.50","2,925.84","2,911.78","2,703.28",,,,,,,,"2,814.71",
,D120201000000,,,,1,Melalui truk,,T/G/H,,,,,,,,,,,,,,
,D120201000000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D120202000000,,,,2,Melalui pipa,,T/G/H,,,,,,,,,,,,,,
,D120202000000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D120300000000,,3,Terminal Curah Kering,,,,T/G/H,166.90,221.59,49.13,242.48,139.24,,,,,,,,163.87,
,D120300000000,,,,,,,T/S/D,915.72,"2,978.56",566.40,"2,867.76","2,096.77",,,,,,,,"1,885.04",
,D120301000000,,,,1,Melalui truk,,T/G/H,,,,,,,,,,,,,,
,D120301000000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D120302000000,,,,2,Melalui pipa,,T/G/H,,,,,,,,,,,,,,
,D120302000000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D120303000000,,,,3,Melalui konveyor,,T/G/H,,,,,,,,,,,,,,
,D120303000000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D120400000000,,4,B/M Terminal Kendaraan,,,,U/G/H,,,,,,,,,,,,,,
,D120400000000,,,,,,,U/S/D,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,3,KONSOLIDASI CABANG,,,,,,,,,,,,,,,,,,,
,,,1,Terminal Multipurpose,,,,,,,,,,,,,,,,,,
,D130101000000,,,1,General Cargo,,,T/G/H,262.68,140.36,809.95,81.16,221.25,,,,,,,,303.08,
,D130101000000,,,,,,,T/S/D,"3,120.78","2,224.48","1,888.73","1,992.44","2,843.78",,,,,,,,"2,414.04",
,D130102000000,,,2,Bag Cargo,,,T/G/H,97.90,40.56,46.50,23.62,25.29,,,,,,,,46.77,
,D130102000000,,,,,,,T/S/D,908.40,571.32,714.00,233.28,400.32,,,,,,,,565.46,
,D130103000000,,,3,Curah Cair,,,T/G/H,,,,213.92,220.71,,,,,,,,217.32,
,D130103000000,,,,,,,T/S/D,,,,"3,653.52","4,102.74",,,,,,,,"3,878.13",
,D130103010000,,,,1,Melalui truk,,T/G/H,,,,,,,,,,,,,,
,D130103010000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D130103020000,,,,2,Melalui pipa,,T/G/H,,,,,,,,,,,,,,
,D130103020000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D130104000000,,,4,Curah Kering,,,T/G/H,359.67,248.89,162.39,214.21,198.91,,,,,,,,236.81,
,D130104000000,,,,,,,T/S/D,"5,407.13","3,438.44","2,526.12","2,848.29","2,694.48",,,,,,,,"3,382.89",
,D130104010000,,,,1,Melalui truk,,T/G/H,,,,,,,,,,,,,,
,D130104010000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D130104020000,,,,2,Melalui pipa,,T/G/H,,,,,,,,,,,,,,
,D130104020000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D130104030000,,,,3,Melalui konveyor,,T/G/H,,,,,,,,,,,,,,
,D130104030000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D130200000000,,2,Terminal Curah Cair,,,,T/G/H,173.95,165.86,246.33,224.29,"195,265.00",,,,,,,,"39,215.09",
,D130200000000,,,,,,,T/S/D,"2,931.82","2,505.20","3,331.56","3,034.50","2,583.66",,,,,,,,"2,877.35",
,D130201000000,,,,1,Melalui truk,,T/G/H,,,,,,,,,,,,,,
,D130201000000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D130202000000,,,,2,Melalui pipa,,T/G/H,,,,,,,,,,,,,,
,D130202000000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D130300000000,,3,Terminal Curah Kering,,,,T/G/H,247.81,208.90,175.13,189.63,171.97,,,,,,,,198.69,
,D130300000000,,,,,,,T/S/D,"3,984.96","4,809.35","4,410.44","4,876.32","4,196.79",,,,,,,,"4,455.57",
,D130301000000,,,,1,Melalui truk,,T/G/H,,,,,,,,,,,,,,
,D130301000000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D130302000000,,,,2,Melalui pipa,,T/G/H,,,,,,,,,,,,,,
,D130302000000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D130303000000,,,,3,Melalui konveyor,,T/G/H,,,,,,,,,,,,,,
,D130303000000,,,,,,,T/S/D,,,,,,,,,,,,,,
,D130400000000,,4,B/M Terminal Kendaraan,,,,U/G/H,,,,,,,,,,,,,,
,D130400000000,,,,,,,U/S/D,,,,,,,,,,,,,,
